po_id,order_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_country,category,item,business_unit,unit_price,quantity,line_total,payment_terms,on_contract,quality_rejected
PO-2023-11286,2023-11-12,2023-12-01,2023-12-01,SUP-026,Great Wall Circuits,China,Electronics,Microcontroller MCU-9,Corporate,8.24,2040,16809.6,Net 45,False,False
PO-2023-11389,2023-11-12,2023-11-18,2023-11-18,SUP-022,Redwood Components,USA,Electronics,Power Supply Unit 450W,Retail Operations,66.21,171,11321.91,Net 45,True,False
PO-2023-11408,2023-11-12,2023-11-25,2023-11-25,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Field Services,4.36,1809,7887.24,Net 30,True,False
PO-2023-11350,2023-11-12,2023-12-07,2023-12-07,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Field Services,7.42,2669,19803.98,Net 30,True,False
PO-2023-11371,2023-11-12,2023-12-10,2023-12-10,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Manufacturing,7.78,1431,11133.18,Net 60,True,False
PO-2023-11333,2023-11-12,2023-11-23,2023-11-23,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Field Services,8.68,1557,13514.76,Net 30,True,False
PO-2023-11339,2023-11-12,2023-12-13,2023-12-13,SUP-036,Golden Dragon Components,China,Electronics,Sensor Module SM-3,Manufacturing,26.04,1196,31143.84,Net 60,True,False
PO-2023-11434,2023-11-12,2023-12-12,2023-12-12,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Retail Operations,78.21,28,2189.88,Net 30,False,False
PO-2023-11298,2023-11-12,2023-12-16,2023-12-16,SUP-030,Sterling Semitech,USA,Electronics,Sensor Module SM-3,Retail Operations,22.7,366,8308.2,Net 45,True,False
PO-2023-11355,2023-11-13,2023-11-20,2023-11-20,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,R&D,7.85,3449,27074.65,Net 45,True,False
PO-2023-11448,2023-11-13,2023-12-14,2023-12-14,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,Manufacturing,25.5,347,8848.5,Net 30,False,False
PO-2023-11301,2023-11-13,2023-12-08,2023-12-08,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,R&D,22.51,484,10894.84,Net 15,False,False
PO-2023-11349,2023-11-14,2023-11-30,2023-11-30,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Corporate,8.1,1647,13340.7,Net 45,True,False
PO-2023-11383,2023-11-14,2023-12-18,2023-12-18,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Manufacturing,57.52,340,19556.8,Net 60,True,False
PO-2023-11404,2023-11-14,2023-11-29,2023-11-29,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Manufacturing,72.01,103,7417.03,Net 45,True,False
PO-2023-11396,2023-11-14,2023-12-11,2023-12-11,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Retail Operations,8.56,2531,21665.36,Net 30,True,False
PO-2023-11442,2023-11-14,2023-12-09,2023-12-09,SUP-033,Busan Components,South Korea,Electronics,Microcontroller MCU-9,Retail Operations,6.74,1679,11316.46,Net 60,True,False
PO-2023-11374,2023-11-14,2023-11-25,2023-11-25,SUP-024,Sterling Components,USA,Electronics,Connector Kit CK-8,Field Services,4.84,3000,14520.0,Net 60,True,False
PO-2023-11368,2023-11-15,2023-12-10,2023-12-10,SUP-035,Pacific Rim Semitech,China,Electronics,Sensor Module SM-3,Corporate,23.32,769,17933.08,Net 60,True,False
PO-2023-11458,2023-11-15,2023-12-12,2023-12-12,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,Field Services,69.25,161,11149.25,Net 60,True,False
PO-2023-11459,2023-11-16,2023-12-01,2023-12-01,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Manufacturing,48.29,296,14293.84,Net 30,True,False
PO-2023-11320,2023-11-16,2023-12-07,2023-12-07,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,Field Services,22.87,672,15368.64,Net 30,False,False
PO-2023-11390,2023-11-16,2023-11-28,2023-11-28,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Corporate,53.69,346,18576.74,Net 15,True,False
PO-2023-11347,2023-11-16,2023-12-19,2023-12-19,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Manufacturing,8.21,2794,22938.74,Net 60,True,False
PO-2023-11360,2023-11-16,2023-12-05,2023-12-05,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Retail Operations,4.84,2145,10381.8,Net 45,True,False
PO-2023-11340,2023-11-16,2023-12-09,2023-12-09,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,R&D,66.73,236,15748.28,Net 30,True,False
PO-2023-11391,2023-11-16,2023-12-09,2023-12-09,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,Retail Operations,7.28,2453,17857.84,Net 30,True,False
PO-2023-11297,2023-11-17,2023-12-17,2023-12-17,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Field Services,4.79,1901,9105.79,Net 30,False,False
PO-2023-11450,2023-11-17,2023-12-07,2023-12-07,SUP-036,Golden Dragon Components,China,Electronics,PCB Assembly A-11,Manufacturing,55.85,532,29712.2,Net 45,True,False
PO-2023-11418,2023-11-17,2023-12-04,2023-12-04,SUP-033,Busan Components,South Korea,Electronics,PCB Assembly A-11,Field Services,48.8,369,18007.2,Net 45,True,False
PO-2023-11327,2023-11-17,2023-12-17,2023-12-17,SUP-036,Golden Dragon Components,China,Electronics,Connector Kit CK-8,Retail Operations,4.81,3411,16406.91,Net 30,True,False
PO-2023-11388,2023-11-17,2023-12-07,2023-12-07,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Retail Operations,26.2,512,13414.4,Net 45,True,False
PO-2023-11341,2023-11-18,2023-12-09,2023-12-09,SUP-034,Pacific Rim Circuits,China,Electronics,Sensor Module SM-3,Retail Operations,28.73,308,8848.84,Net 45,True,False
PO-2023-11443,2023-11-18,2023-11-23,2023-11-23,SUP-036,Golden Dragon Components,China,Electronics,Sensor Module SM-3,Field Services,28.9,779,22513.1,Net 30,False,False
PO-2023-11420,2023-11-18,2023-12-22,2024-01-05,SUP-029,Great Wall Components,China,Electronics,Sensor Module SM-3,Field Services,22.78,721,16424.38,Net 30,False,False
PO-2023-11415,2023-11-18,2023-12-05,2023-12-05,SUP-033,Busan Components,South Korea,Electronics,Sensor Module SM-3,Corporate,23.34,711,16594.74,Net 30,True,False
PO-2023-11385,2023-11-18,2023-12-17,2023-12-18,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,Corporate,7.92,2944,23316.48,Net 30,True,False
PO-2023-11342,2023-11-18,2023-12-16,2023-12-28,SUP-029,Great Wall Components,China,Electronics,Microcontroller MCU-9,Field Services,7.25,3516,25491.0,Net 45,False,False
PO-2023-11299,2023-11-19,2023-12-04,2023-12-04,SUP-036,Golden Dragon Components,China,Electronics,Connector Kit CK-8,Manufacturing,5.13,2293,11763.09,Net 45,True,False
PO-2023-11308,2023-11-19,2023-12-03,2023-12-03,SUP-024,Sterling Components,USA,Electronics,Microcontroller MCU-9,Field Services,8.3,1745,14483.5,Net 45,True,False
PO-2023-11460,2023-11-19,2023-12-08,2023-12-14,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Corporate,48.89,171,8360.19,Net 30,True,False
PO-2023-11441,2023-11-19,2023-12-13,2023-12-13,SUP-031,Hanseatic Circuits,Germany,Electronics,Sensor Module SM-3,R&D,23.0,1057,24311.0,Net 45,False,False
PO-2023-11398,2023-11-19,2023-12-21,2023-12-21,SUP-034,Pacific Rim Circuits,China,Electronics,Sensor Module SM-3,Corporate,24.38,710,17309.8,Net 30,True,False
PO-2023-11381,2023-11-19,2023-12-20,2023-12-20,SUP-024,Sterling Components,USA,Electronics,Microcontroller MCU-9,Corporate,7.88,1513,11922.44,Net 30,True,False
PO-2023-11413,2023-11-19,2023-12-08,2023-12-08,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,R&D,74.71,119,8890.49,Net 30,True,False
PO-2023-11380,2023-11-19,2023-12-08,2023-12-08,SUP-025,Cascade Semitech,USA,Electronics,Power Supply Unit 450W,Corporate,69.89,93,6499.77,Net 30,True,False
PO-2023-11352,2023-11-20,2023-12-16,2023-12-30,SUP-029,Great Wall Components,China,Electronics,PCB Assembly A-11,Corporate,57.63,337,19421.31,Net 30,True,False
PO-2023-11367,2023-11-20,2023-11-25,2023-11-25,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Manufacturing,59.27,155,9186.85,Net 30,True,False
PO-2023-11318,2023-11-20,2023-12-12,2023-12-12,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,R&D,70.67,103,7279.01,Net 30,True,False
PO-2023-11316,2023-11-20,2023-11-30,2023-11-30,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Corporate,56.14,284,15943.76,Net 30,True,False
PO-2023-11461,2023-11-20,2023-12-16,2023-12-16,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Retail Operations,7.91,2457,19434.87,Net 45,False,False
PO-2023-11466,2023-11-20,2023-12-19,2023-12-19,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,Manufacturing,70.96,107,7592.72,Net 45,True,False
PO-2023-11305,2023-11-21,2023-12-11,2023-12-11,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,R&D,21.56,159,3428.04,Net 45,True,False
PO-2023-11323,2023-11-21,2023-12-04,2023-12-04,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Manufacturing,67.54,162,10941.48,Net 30,False,False
PO-2023-11336,2023-11-21,2023-12-06,2023-12-07,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Corporate,5.0,2041,10205.0,Net 30,True,False
PO-2023-11362,2023-11-21,2023-12-02,2023-12-02,SUP-035,Pacific Rim Semitech,China,Electronics,Connector Kit CK-8,Retail Operations,4.67,3412,15934.04,Net 45,True,False
PO-2023-11325,2023-11-22,2023-12-19,2023-12-19,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Manufacturing,4.96,2531,12553.76,Net 45,True,False
PO-2023-11345,2023-11-22,2023-12-05,2023-12-06,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Corporate,56.94,446,25395.24,Net 30,True,False
PO-2023-11437,2023-11-22,2023-12-22,2023-12-22,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Corporate,4.91,2578,12657.98,Net 30,True,False
PO-2023-11439,2023-11-22,2023-12-02,2023-12-03,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Corporate,8.49,1837,15596.13,Net 60,True,False
PO-2023-11370,2023-11-22,2023-12-01,2023-12-01,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Corporate,8.65,2611,22585.15,Net 45,True,False
PO-2023-11397,2023-11-22,2023-12-04,2023-12-04,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,R&D,4.83,2848,13755.84,Net 30,True,False
PO-2023-11366,2023-11-23,2023-11-29,2023-11-29,SUP-033,Busan Components,South Korea,Electronics,PCB Assembly A-11,Retail Operations,47.93,506,24252.58,Net 30,True,False
PO-2023-11306,2023-11-23,2023-12-15,2023-12-26,SUP-029,Great Wall Components,China,Electronics,Sensor Module SM-3,Corporate,32.6,714,23276.4,Net 30,True,False
PO-2023-11348,2023-11-23,2023-12-08,2023-12-08,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Corporate,8.37,3856,32274.72,Net 60,True,False
PO-2023-11358,2023-11-23,2023-12-16,2023-12-16,SUP-022,Redwood Components,USA,Electronics,Sensor Module SM-3,Retail Operations,23.5,687,16144.5,Net 45,True,False
PO-2023-11409,2023-11-23,2023-12-16,2023-12-16,SUP-024,Sterling Components,USA,Electronics,Sensor Module SM-3,Corporate,27.16,345,9370.2,Net 45,True,False
PO-2023-11426,2023-11-23,2023-12-15,2023-12-26,SUP-029,Great Wall Components,China,Electronics,PCB Assembly A-11,Manufacturing,40.37,389,15703.93,Net 45,True,False
PO-2023-11429,2023-11-23,2023-12-04,2023-12-04,SUP-024,Sterling Components,USA,Electronics,Sensor Module SM-3,Field Services,24.48,700,17136.0,Net 30,True,False
PO-2023-11433,2023-11-23,2023-12-16,2023-12-16,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Field Services,8.27,3840,31756.8,Net 45,True,False
PO-2023-11438,2023-11-23,2023-12-23,2023-12-23,SUP-034,Pacific Rim Circuits,China,Electronics,Sensor Module SM-3,Corporate,26.65,659,17562.35,Net 45,True,False
PO-2023-11455,2023-11-23,2023-12-23,2023-12-29,SUP-033,Busan Components,South Korea,Electronics,PCB Assembly A-11,Retail Operations,49.65,400,19860.0,Net 30,True,False
PO-2023-11324,2023-11-24,2023-12-16,2023-12-28,SUP-029,Great Wall Components,China,Electronics,Sensor Module SM-3,Retail Operations,20.67,483,9983.61,Net 45,True,True
PO-2023-11335,2023-11-24,2023-12-24,2023-12-24,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,Manufacturing,23.9,52,1242.8,Net 45,True,False
PO-2023-11328,2023-11-24,2023-12-16,2023-12-20,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,Retail Operations,22.11,255,5638.05,Net 30,True,False
PO-2023-11379,2023-11-24,2023-12-02,2023-12-02,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Retail Operations,53.65,496,26610.4,Net 30,True,False
PO-2023-11406,2023-11-24,2023-11-29,2023-12-19,SUP-029,Great Wall Components,China,Electronics,Connector Kit CK-8,Retail Operations,4.39,2508,11010.12,Net 60,True,True
PO-2023-11435,2023-11-24,2023-12-24,2023-12-24,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Corporate,27.3,673,18372.9,Net 60,True,False
PO-2023-11361,2023-11-24,2023-12-11,2023-12-11,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Field Services,75.99,87,6611.13,Net 30,True,False
PO-2023-11452,2023-11-24,2023-12-12,2023-12-12,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Manufacturing,24.82,531,13179.42,Net 30,True,False
PO-2023-11393,2023-11-24,2023-12-28,2023-12-28,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,R&D,8.13,3830,31137.9,Net 45,False,False
PO-2023-11295,2023-11-24,2023-12-21,2023-12-21,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Manufacturing,46.91,85,3987.35,Net 30,True,False
PO-2023-11287,2023-11-24,2023-12-11,2023-12-20,SUP-029,Great Wall Components,China,Electronics,Sensor Module SM-3,Field Services,24.96,537,13403.52,Net 30,False,False
PO-2023-11284,2023-11-24,2023-12-27,2024-01-04,SUP-029,Great Wall Components,China,Electronics,Sensor Module SM-3,Field Services,21.57,559,12057.63,Net 60,True,False
PO-2023-11304,2023-11-24,2023-12-27,2024-01-01,SUP-033,Busan Components,South Korea,Electronics,Connector Kit CK-8,R&D,4.22,3388,14297.36,Net 30,False,False
PO-2023-11417,2023-11-25,2023-12-14,2023-12-14,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,Manufacturing,54.47,490,26690.3,Net 45,True,False
PO-2023-11401,2023-11-25,2023-12-25,2024-01-04,SUP-029,Great Wall Components,China,Electronics,PCB Assembly A-11,Corporate,52.46,434,22767.64,Net 30,True,False
PO-2023-11351,2023-11-25,2023-12-07,2023-12-07,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Corporate,58.79,104,6114.16,Net 15,True,False
PO-2023-11303,2023-11-26,2023-12-13,2023-12-13,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Field Services,53.86,170,9156.2,Net 60,True,False
PO-2023-11451,2023-11-26,2023-12-14,2023-12-14,SUP-022,Redwood Components,USA,Electronics,Power Supply Unit 450W,Retail Operations,69.9,171,11952.9,Net 30,True,False
PO-2023-11462,2023-11-26,2023-12-17,2023-12-17,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Field Services,53.99,427,23053.73,Net 30,False,False
PO-2023-11405,2023-11-27,2023-12-24,2023-12-24,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Corporate,64.79,175,11338.25,Net 30,True,False
PO-2023-11440,2023-11-27,2023-12-28,2023-12-28,SUP-036,Golden Dragon Components,China,Electronics,PCB Assembly A-11,Manufacturing,55.08,397,21866.76,Net 60,True,False
PO-2023-11357,2023-11-27,2023-12-23,2023-12-23,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,Field Services,8.2,3502,28716.4,Net 30,True,False
PO-2023-11449,2023-11-28,2023-12-27,2023-12-27,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Corporate,4.41,3303,14566.23,Net 30,True,False
PO-2023-11375,2023-11-28,2023-12-11,2023-12-23,SUP-029,Great Wall Components,China,Electronics,PCB Assembly A-11,Manufacturing,61.32,555,34032.6,Net 60,True,False
PO-2023-11407,2023-11-28,2023-12-06,2023-12-06,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Manufacturing,51.07,308,15729.56,Net 30,True,False
PO-2023-11414,2023-11-28,2023-12-09,2023-12-09,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,Corporate,7.86,3076,24177.36,Net 60,True,False
PO-2023-11431,2023-11-28,2023-12-22,2023-12-24,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Field Services,8.58,535,4590.3,Net 45,True,False
PO-2023-11332,2023-11-28,2023-12-03,2023-12-03,SUP-022,Redwood Components,USA,Electronics,Sensor Module SM-3,Field Services,24.61,493,12132.73,Net 60,True,False
PO-2023-11314,2023-11-28,2023-12-24,2023-12-24,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Manufacturing,8.59,3076,26422.84,Net 30,True,False
PO-2023-11322,2023-11-28,2023-12-23,2023-12-23,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,R&D,27.43,421,11548.03,Net 30,True,False
PO-2023-11313,2023-11-29,2023-12-23,2023-12-23,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Field Services,72.05,130,9366.5,Net 30,False,False
PO-2023-11354,2023-11-29,2023-12-11,2023-12-18,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Field Services,7.91,2735,21633.85,Net 30,True,True
PO-2023-11464,2023-11-30,2024-01-02,2024-01-02,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,Retail Operations,67.61,200,13522.0,Net 30,True,False
PO-2023-11456,2023-11-30,2023-12-30,2023-12-30,SUP-024,Sterling Components,USA,Electronics,Connector Kit CK-8,Corporate,4.94,3315,16376.1,Net 45,True,False
PO-2023-11463,2023-11-30,2023-12-30,2023-12-30,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Manufacturing,71.61,117,8378.37,Net 60,True,False
PO-2023-11432,2023-11-30,2023-12-17,2023-12-18,SUP-024,Sterling Components,USA,Electronics,Connector Kit CK-8,Field Services,4.4,1427,6278.8,Net 30,True,False
PO-2023-11430,2023-11-30,2023-12-30,2023-12-30,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Retail Operations,71.07,151,10731.57,Net 30,True,False
PO-2023-11416,2023-11-30,2023-12-11,2023-12-11,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Field Services,57.16,356,20348.96,Net 45,False,False
PO-2023-11296,2023-11-30,2023-12-23,2023-12-23,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Manufacturing,24.78,1083,26836.74,Net 45,True,False
PO-2023-11293,2023-11-30,2023-12-22,2023-12-22,SUP-034,Pacific Rim Circuits,China,Electronics,Sensor Module SM-3,Field Services,25.27,305,7707.35,Net 30,False,False
PO-2023-12740,2023-12-01,2023-12-11,2023-12-11,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Manufacturing,49.07,329,16144.03,Net 30,True,False
PO-2023-12818,2023-12-01,2023-12-31,2023-12-31,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,R&D,7.91,3155,24956.05,Net 30,True,False
PO-2023-12874,2023-12-01,2023-12-17,2023-12-17,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,Retail Operations,67.7,183,12389.1,Net 30,True,False
PO-2023-12909,2023-12-01,2023-12-25,2023-12-25,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,R&D,22.21,689,15302.69,Net 45,True,False
PO-2023-12898,2023-12-02,2023-12-18,2023-12-18,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,Field Services,4.25,2324,9877.0,Net 45,True,False
PO-2023-12797,2023-12-02,2023-12-20,2023-12-20,SUP-032,Lotus Components,India,Electronics,Power Supply Unit 450W,Manufacturing,60.12,155,9318.6,Net 45,True,False
PO-2023-12795,2023-12-02,2023-12-23,2023-12-23,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,R&D,56.19,256,14384.64,Net 45,True,False
PO-2023-12746,2023-12-02,2023-12-23,2023-12-23,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Field Services,7.86,2230,17527.8,Net 30,False,False
PO-2023-12884,2023-12-02,2023-12-13,2023-12-13,SUP-035,Pacific Rim Semitech,China,Electronics,Connector Kit CK-8,Corporate,4.67,2230,10414.1,Net 60,True,False
PO-2023-12853,2023-12-03,2024-01-06,2024-01-09,SUP-033,Busan Components,South Korea,Electronics,Power Supply Unit 450W,Corporate,65.32,129,8426.28,Net 30,True,False
PO-2023-12777,2023-12-03,2023-12-14,2023-12-14,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Manufacturing,7.64,2984,22797.76,Net 60,True,False
PO-2023-12894,2023-12-03,2024-01-01,2024-01-01,SUP-033,Busan Components,South Korea,Electronics,Microcontroller MCU-9,Corporate,7.46,1710,12756.6,Net 30,True,False
PO-2023-12892,2023-12-03,2023-12-30,2023-12-30,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,Retail Operations,4.68,1847,8643.96,Net 30,True,False
PO-2023-12802,2023-12-04,2023-12-22,2023-12-22,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Manufacturing,48.97,408,19979.76,Net 30,True,False
PO-2023-12897,2023-12-04,2023-12-18,2023-12-18,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,R&D,75.27,180,13548.6,Net 60,False,False
PO-2023-12783,2023-12-04,2023-12-29,2024-01-13,SUP-029,Great Wall Components,China,Electronics,PCB Assembly A-11,Field Services,62.91,309,19439.19,Net 30,True,False
PO-2023-12881,2023-12-04,2024-01-02,2024-01-02,SUP-022,Redwood Components,USA,Electronics,Connector Kit CK-8,R&D,4.19,2827,11845.13,Net 30,True,False
PO-2023-12901,2023-12-04,2023-12-14,2023-12-14,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Manufacturing,72.68,196,14245.28,Net 30,True,False
PO-2023-12752,2023-12-04,2023-12-20,2023-12-20,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,R&D,8.21,2928,24038.88,Net 30,True,False
PO-2023-12739,2023-12-04,2023-12-12,2023-12-12,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Manufacturing,69.85,227,15855.95,Net 30,True,False
PO-2023-12859,2023-12-04,2023-12-13,2023-12-13,SUP-023,Schwarzwald Circuits,Germany,Electronics,PCB Assembly A-11,Manufacturing,50.33,454,22849.82,Net 30,True,False
PO-2023-12774,2023-12-05,2023-12-30,2023-12-30,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,Retail Operations,4.65,2082,9681.3,Net 45,True,False
PO-2023-12835,2023-12-05,2023-12-18,2023-12-22,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Corporate,8.11,3679,29836.69,Net 30,True,False
PO-2023-12882,2023-12-05,2024-01-05,2024-01-05,SUP-033,Busan Components,South Korea,Electronics,Sensor Module SM-3,Retail Operations,23.42,404,9461.68,Net 15,True,False
PO-2023-12827,2023-12-05,2023-12-21,2023-12-21,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,R&D,69.7,92,6412.4,Net 45,True,False
PO-2023-12866,2023-12-05,2023-12-26,2023-12-26,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,Manufacturing,72.75,167,12149.25,Net 60,True,False
PO-2023-12760,2023-12-06,2023-12-12,2023-12-12,SUP-022,Redwood Components,USA,Electronics,Microcontroller MCU-9,Corporate,7.59,1702,12918.18,Net 60,True,False
PO-2023-12814,2023-12-06,2023-12-20,2023-12-20,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Field Services,4.71,1626,7658.46,Net 15,True,False
PO-2023-12820,2023-12-06,2024-01-04,2024-01-04,SUP-035,Pacific Rim Semitech,China,Electronics,Power Supply Unit 450W,Corporate,71.96,119,8563.24,Net 60,True,False
PO-2023-12877,2023-12-06,2024-01-01,2024-01-01,SUP-033,Busan Components,South Korea,Electronics,Microcontroller MCU-9,Field Services,7.35,1360,9996.0,Net 30,True,False
PO-2023-12880,2023-12-06,2023-12-13,2023-12-13,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,R&D,67.55,218,14725.9,Net 45,True,False
PO-2023-12742,2023-12-06,2023-12-26,2023-12-26,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Manufacturing,66.23,221,14636.83,Net 45,True,False
PO-2023-12846,2023-12-07,2023-12-24,2023-12-28,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Retail Operations,56.29,186,10469.94,Net 15,True,False
PO-2023-12886,2023-12-07,2023-12-13,2023-12-13,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,R&D,6.91,3117,21538.47,Net 60,True,True
PO-2023-12762,2023-12-07,2024-01-04,2024-01-10,SUP-029,Great Wall Components,China,Electronics,Microcontroller MCU-9,Corporate,7.49,1747,13085.03,Net 60,True,False
PO-2023-12873,2023-12-07,2023-12-15,2023-12-15,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Retail Operations,78.66,84,6607.44,Net 30,True,False
PO-2023-12867,2023-12-08,2023-12-24,2023-12-26,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,Retail Operations,71.44,278,19860.32,Net 30,True,False
PO-2023-12753,2023-12-08,2023-12-29,2023-12-29,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Corporate,51.83,482,24982.06,Net 30,True,False
PO-2023-12851,2023-12-08,2023-12-23,2023-12-23,SUP-033,Busan Components,South Korea,Electronics,Power Supply Unit 450W,Retail Operations,64.81,133,8619.73,Net 30,True,False
PO-2023-12844,2023-12-08,2024-01-05,2024-01-05,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,Manufacturing,8.63,3257,28107.91,Net 30,True,False
PO-2023-12747,2023-12-08,2024-01-09,2024-01-09,SUP-033,Busan Components,South Korea,Electronics,PCB Assembly A-11,Corporate,45.25,319,14434.75,Net 30,True,False
PO-2023-12793,2023-12-09,2024-01-10,2024-01-11,SUP-022,Redwood Components,USA,Electronics,Sensor Module SM-3,Manufacturing,25.11,685,17200.35,Net 30,True,False
PO-2023-12776,2023-12-09,2023-12-26,2023-12-26,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,R&D,76.38,162,12373.56,Net 30,False,False
